item_id;vectors
1414;-0.41687113|0.340927|0.057116926|0.43027428|-0.65496606|0.09586793|-0.24020082|-0.24785584|0.27487156|-0.22476785|-0.42815006|0.1359801|0.26017472|0.111535385|0.19097401|0.12106849|0.018112898|0.4536281|0.74016136|0.078296214|-0.19235964|-0.6405766|0.015295118|-0.2360948|-0.33800888|0.013100579|0.13396707|0.011224598|-0.53111875|-0.36350188|0.23334157|0.18528128|0.8205594|-0.23705907|-0.12473674|0.18754023|0.0032171905|0.24259786|0.14517637|-0.64600253|-0.06407512|0.16579083|-0.18710591|-0.2083982|0.680636|-0.06019251|-0.46729055|-0.18905908|0.21097042|0.6457751|0.027397707|-0.33897036|-0.38553396|-0.3112052|-0.4912629|-0.069340914|-0.48183537|-0.18473123|-0.099398|0.74036014|-0.5987996|0.06893787|-0.46027362|0.41243166|-0.4761917|-0.4612216|-0.039895914|-0.19344729|-0.27169913|0.03812946|0.2314201|-0.43057266|-0.33345157|-0.43145537|0.34125125|-0.5264937|-0.37701485|-0.2081407|-0.12523375|-0.38996115|0.37350884|-0.3433892|-0.24950254|0.27071407|-0.545174|-0.40255624|-0.018627584|-0.23674765|-0.7338382|0.1439546|-0.43231985|0.2001577|0.19977528|-0.49197713|0.13369237|-0.42452925|0.5344145|0.5051882|-0.5713235|-0.7218554
1415;-0.4942803|-0.019364923|0.5310005|0.34767118|-0.45344588|0.2093808|-0.09063867|0.10367837|0.42243025|0.05248083|-0.51448905|0.5149032|0.44308656|0.26670313|0.40512043|0.049345687|0.13335498|0.38799247|0.5152869|0.14058399|-0.098139465|-0.62496215|-0.047030896|-0.51000506|-0.5312227|0.31627572|-0.25187647|-0.12655732|-0.5101265|-0.3880014|0.22724745|0.3100732|0.79451036|-0.2419099|-0.10635953|0.28952408|-0.012848631|0.057910368|0.104261726|-0.44519824|-0.03423965|0.20148613|-0.3914057|-0.2686535|0.32899627|0.04352197|-0.096736595|-0.41504225|0.23773706|0.39396286|0.22567077|-0.3600489|-0.038321897|-0.3090157|-0.449116|0.19112143|-0.68841606|0.19430031|-0.50010806|0.7919892|-0.3511768|-0.23200831|-0.213706|0.06534485|-0.02210328|-0.61477304|0.2725372|-0.23458497|-0.03165865|0.28444067|0.5033319|-0.3785647|0.06399402|-0.14752421|0.31382585|-0.41362762|-0.5403267|-0.24094862|-0.04601826|-0.5399651|0.23229496|-0.8005561|-0.17204726|0.32052267|-0.26516184|-0.6186186|-0.026312143|-0.47470415|-0.6811364|-0.15161946|-0.44405445|0.29012|0.1274986|-0.35329393|0.14803123|-0.23478487|0.2779801|0.49641922|-0.39939597|-0.626765
1416;-0.29738194|0.20644532|0.3891924|0.26910257|-0.46233156|0.10574333|-0.23385988|-0.36821562|0.6346558|-0.10805857|-0.20797329|0.21107678|0.25082582|-0.12227091|0.22366904|-0.021603107|-0.16978437|0.53957677|0.6018265|0.25790453|-0.017572999|-0.63004076|0.014733553|-0.11964917|-0.38113225|0.27193964|-0.29625678|-0.20963632|-0.40149447|-0.29454243|-0.0229263|0.34716746|0.54234195|-0.10639946|0.30042577|0.4577901|0.054909825|0.085576594|0.15974735|-0.46089622|-0.23497371|-0.1535638|-0.18870415|-0.14748919|0.36790085|0.26388246|-0.26189587|-0.41246846|0.25956002|0.39833388|0.26089734|-0.2664822|-0.014041685|-0.109125376|-0.4587058|0.03543317|-0.6629346|0.13125719|-0.21632257|0.54526794|-0.5633971|-0.07178723|-0.5386594|0.13492325|-0.19248429|-0.4472816|-0.04192055|-0.36261654|-0.30459645|0.02709129|0.27795494|-0.31024724|-0.070696674|-0.17515457|0.07366794|-0.33786198|-0.17486212|-0.28302807|-0.15348837|-0.21482208|0.17594492|-0.5134032|-0.39183176|0.260955|-0.5152259|-0.16932833|-0.21001706|-0.70181185|-0.46415|0.00881839|-0.35354266|-0.019873008|0.19195625|-0.2408142|0.041977063|-0.35003594|0.6069701|0.38563073|-0.36264357|-0.41181466
1417;-0.38440558|0.31663537|0.42640847|0.41135484|-0.4569468|0.38717496|-0.23988935|-0.1220185|0.64405835|-0.31545538|-0.11150052|0.11062911|0.23436055|0.11231865|0.5011709|0.10477905|-0.0113131255|0.65027356|0.35673553|0.086940326|-0.07651433|-0.5323703|-0.007822692|-0.4364763|-0.39105847|0.25550354|-0.111370586|-0.12114858|-0.55225223|-0.21217749|0.18577778|0.4474314|0.5593504|-0.09699729|0.24888003|0.43375814|-0.06433292|0.21105579|0.14430416|-0.7993165|-0.105337724|0.008119613|-0.28513187|-0.29061782|0.2747996|0.19095317|-0.4175973|-0.44929457|0.24783498|0.34065467|0.30896676|-0.23197044|-0.18941899|0.09312576|-0.3550439|-0.13613328|-0.44239295|0.1417739|-0.31135088|0.74297374|-0.7006682|-0.10311842|-0.10913691|-0.058860898|-0.34302562|-0.53130317|0.085461825|-0.2826555|-0.37267572|0.21669878|0.37947512|-0.15978476|-0.35268584|-0.07773559|0.33150533|-0.55544037|-0.105140135|-0.16539827|-0.24158838|-0.3626985|0.4296283|-0.60092497|-0.4459439|0.1765334|-0.5991436|-0.26506606|-0.19328037|-0.78028077|-0.5728129|0.24198891|-0.30350435|0.05316198|0.18103752|-0.44981858|0.24366319|-0.30783677|0.5764774|0.26154715|-0.23488936|-0.6865002
1418;0.015380055|0.5418345|0.30861163|0.35872447|-0.454284|0.24604738|-0.4034987|-0.08740774|0.7125031|-0.12050814|-0.11185658|0.3455486|0.056885242|-0.18183097|0.3373324|0.24095005|-0.21590781|0.44441986|0.35805908|-0.30268058|0.32956886|-0.57220614|0.35204425|-0.3590775|-0.14858487|0.08133808|0.0634367|-0.19999135|-0.24292937|-0.52333844|0.3940952|0.26599213|0.21742086|-0.23582673|-0.38012576|0.14070979|-0.08165338|0.6402112|0.16283572|-0.32652262|-0.31330377|0.26308757|-0.22941905|-0.5074669|0.7697829|-0.25290698|-0.3921164|-0.60076237|0.2222603|0.45858854|0.27266282|-0.53462434|-0.1937451|-0.360971|-0.5181609|0.08360649|-0.67192733|-0.06593336|-0.13898212|0.38304222|-0.32950297|-0.2780164|-0.515965|0.7448879|-0.2585426|-0.41003636|0.51478094|-0.5001472|-0.32784006|0.03175906|0.3086732|-0.47721568|0.3127964|-0.086683095|0.08580729|-0.6497443|-0.33267546|-0.5354748|-0.21284764|-0.46484318|0.33537185|-0.16846544|-0.5128909|0.0786455|-0.4934384|-0.478849|-0.1394995|0.07603127|-0.584528|0.14096224|-0.6605741|0.12033845|0.08994606|-0.40606314|0.44510895|-0.37346512|0.57420623|0.5478562|-0.3528489|-0.53530276
1419;-0.2529809|0.9548142|0.74578404|0.37600577|-0.34938318|-0.23927692|0.081136614|-0.43609145|0.71639705|-0.30785304|-0.0411015|0.5107994|0.09557462|0.057074428|1.7906145|0.8060917|0.23382269|1.2633436|0.6813297|-0.07368927|0.66953504|-0.5484911|0.35013488|-0.78047705|-0.16651021|0.13890885|0.18291539|0.004680082|-0.42595574|-0.69083637|0.5420231|-0.0048758388|0.31964225|-0.45948136|0.3078869|0.3408679|0.2992047|0.62335235|0.624866|-0.7528846|-0.3536132|0.57871526|0.2546561|-0.12323323|0.53841096|0.60869104|-0.11701664|-0.90352046|0.407052|0.21396635|0.74769497|-0.63084304|-0.8539007|-0.25665638|-0.08484481|-0.009516898|-0.8209859|-0.06970215|0.026956677|0.6878681|-0.097855866|0.22475892|-0.38897276|0.07780627|-0.19295283|-0.39757678|0.036212314|-0.58068997|-0.36812538|1.165299|0.28055808|-0.73452926|-0.5930771|0.09711328|0.20725425|-0.6517646|0.08825977|-0.1481939|-0.12224425|-0.65445524|0.37957132|-0.64217144|-0.6993282|0.3353886|-0.18564379|0.0018496811|-0.23398903|-0.57316977|-0.60124636|0.13729426|-0.040569037|-0.40783656|0.05290643|-0.7333113|0.0991182|-0.7526909|0.78122604|0.27066308|-0.51157725|-0.91062236
1420;-0.2365558|0.3275621|0.4458122|0.5602566|-0.20022842|-0.12762442|-0.19456716|0.008809097|0.39022088|0.06200561|-0.2602801|0.46142513|0.664505|0.06697294|0.43975607|0.20508042|-0.35393468|0.72394913|0.43379393|0.10054444|0.2251597|-0.36647832|0.1936359|-0.31616586|-0.21231559|0.33932775|-0.0406958|-0.08199464|-0.60808337|-0.4555205|0.30097896|0.21960588|0.44633377|-0.051957056|0.12286253|0.22070509|-0.35122508|0.17490432|0.2633332|-0.5468898|0.109743565|0.017421603|-0.20076385|-0.34414348|0.4074061|0.4756992|-0.22839192|-0.6848821|0.13983637|0.6977701|0.074522346|-0.37328315|-0.18709172|-0.100048035|-0.25023875|-0.19752322|-0.59434503|0.06361109|-0.29318818|0.42193216|-0.3527813|-0.2895219|-0.16428778|-0.020725027|-0.34646624|-0.3724615|0.30281362|-0.26395524|-0.5281766|0.17810823|0.2308911|-0.53783035|-0.091896094|-0.39575517|0.2413109|-0.3460738|-0.19986705|-0.3110151|-0.23371544|-0.6046791|0.092596024|-0.2859612|-0.38658673|0.45006797|-0.6639631|-0.19452891|-0.43698058|-0.4720191|-0.4612345|-0.17361933|-0.12841383|0.48156244|0.13164058|-0.44064015|0.16201901|-0.21120402|0.4904455|0.56667256|-0.018939286|-0.31363192
1421;-0.32142428|0.24097562|0.13303393|0.83014876|-0.000557065|0.06486654|-0.7106499|-0.22842461|0.6831633|-0.8558383|-0.6825739|0.24829027|0.74271876|-0.30488092|0.3313899|0.23926075|-0.28675148|0.98508644|0.5112239|0.050929964|0.06322888|-0.49826872|0.13128121|-0.51358134|-0.099164054|0.61098063|-0.34569055|-0.34974006|-0.5781736|-0.4406318|0.20498712|0.31980535|0.17421478|-0.46630627|0.25981838|0.20721784|-0.18148321|0.63258016|-0.10906623|-0.4117699|-0.3735125|-0.1290923|-0.28213248|-0.31274205|0.31988376|-0.10882549|-0.6596713|-0.4308515|0.28333008|0.5039004|0.41284883|-0.19283661|0.29929075|-0.67689663|-0.7489034|-0.38760492|-0.5692721|-0.03038646|-0.5736287|0.18391058|-0.38236427|-0.029755056|-0.057274908|0.40367284|-0.5042144|-0.032365292|-0.1340954|-0.15620099|-0.15588482|-0.011355791|0.13995546|-0.6389179|0.023675565|-0.6003332|0.25470358|-0.41917393|-0.44990557|-0.5654339|0.29310283|-0.43418437|0.072404906|-0.13297953|-0.508957|0.9037265|-0.4109652|-0.44279975|-0.31831646|-0.7526116|-0.36635143|0.3314549|-0.5219088|-0.050133303|0.16047119|-0.48241693|0.33063942|-0.3846905|0.41691595|0.55799025|0.03600931|-0.33377412
1422;-0.3360865|0.41936415|0.24900916|0.48584625|-0.3852167|0.0926191|-0.2854993|-0.13787985|0.4171184|-0.39422613|-0.17404318|0.30160505|0.5764396|-0.2626908|0.3366546|0.12661183|-0.04474926|0.47266456|0.61152726|0.067821115|0.20490824|-0.42327768|0.33588335|-0.16075891|-0.27124467|0.027897708|0.12177643|-0.05084607|-0.3217613|-0.46581352|0.10901008|0.2576191|0.41282305|-0.1914075|-0.11937213|0.2607616|-0.10780211|0.38357785|0.14425343|-0.43672505|-0.12007253|0.08728437|-0.074753836|-0.45994496|0.47609335|0.15318055|-0.40624937|-0.4833106|0.2515465|0.52278054|0.30648085|-0.40520218|-0.08187205|-0.2632642|-0.21258742|0.15528488|-0.5237976|0.0787486|-0.1348012|0.46291837|-0.32877618|-0.10804077|-0.45857334|0.22538841|-0.27262962|-0.38839754|0.30476087|-0.38421696|-0.5669597|0.0998142|0.30439937|-0.5314447|-0.0024661794|-0.41688982|0.46648377|-0.48301688|-0.4372509|-0.41995615|-0.1745259|-0.503588|0.33159775|-0.17719643|-0.5442868|0.59265006|-0.81484586|-0.25567633|-0.43975508|-0.356669|-0.5240798|0.069735445|-0.3765049|0.26331937|0.045021832|-0.31927976|0.17895241|-0.28239682|0.3480496|0.26892662|-0.36874092|-0.3045411
1423;-0.6028241|0.20844136|0.21878648|0.41236365|-0.38159785|0.065218404|-0.19807847|-0.087558985|0.35111934|-0.2173356|-0.38828704|0.3438225|0.76224244|-0.3472805|0.27542424|0.11693443|0.08758183|0.6120217|0.6684835|0.09942748|0.16901936|-0.52144235|0.23415434|-0.307941|-0.26704636|0.014946781|0.0073648393|-0.11567225|-0.47194389|-0.18032558|0.027998239|0.23111263|0.4260375|-0.23416454|-0.009706538|0.3931921|-0.1811291|0.39160365|0.15009332|-0.3653496|-0.16712806|0.048294656|-0.23665114|-0.46040013|0.587027|0.3852359|-0.27786127|-0.5852147|0.21898094|0.5837247|0.29100448|-0.40003395|-0.116819225|-0.41600043|-0.3944599|-0.09521347|-0.6261516|0.14809252|-0.2598409|0.41563362|-0.5363396|-0.08274742|-0.4439903|0.3352248|-0.26941255|-0.2018826|0.068342514|-0.30050656|-0.48979998|0.07597351|0.20294608|-0.5654797|0.12834166|-0.20373343|0.32545725|-0.35405162|-0.25213748|-0.5569969|-0.033723433|-0.48548952|0.28180546|-0.19808348|-0.5006324|0.5717648|-0.50612634|-0.31056088|-0.24493992|-0.3525526|-0.61295766|0.07621031|-0.39749104|0.055742398|0.21892397|-0.34299663|0.22296181|-0.3509189|0.3744216|0.28738898|-0.20951721|-0.41162503
1424;-0.37689397|0.56305623|0.2871806|0.375274|-0.4961149|0.1680243|-0.1715428|-0.08433436|0.58231705|-0.33281758|-0.33157814|0.44531712|0.7275768|-0.26028556|0.22231409|0.14697233|-0.14335331|0.5693568|0.54683596|-0.12576729|0.011529364|-0.529781|0.1572194|-0.38304162|-0.4148367|-0.15607028|-0.0047584474|-0.06438649|-0.39609635|-0.17194611|0.048155636|0.13851328|0.27228683|-0.24296011|0.0120655615|0.3540941|-0.22578265|0.24852175|0.2392227|-0.44106734|0.13991916|-0.197864|-0.38581216|-0.48822486|0.5171202|0.4843259|-0.26183352|-0.46342662|0.11523646|0.45937285|0.17529298|-0.33922812|-0.25121737|-0.37856308|-0.33995333|-0.046232644|-0.6727828|0.2920647|-0.16801783|0.3567883|-0.6738724|-0.10623242|-0.3156411|0.026777253|-0.36058015|-0.5251768|0.30795398|-0.18166107|-0.75356925|0.0640521|0.24826542|-0.59615594|-0.07938113|-0.1623855|0.4800127|-0.47738245|-0.2500403|-0.37601465|-0.01353365|-0.24391785|0.35227138|-0.46531516|-0.4807434|0.42328486|-0.4480849|-0.099531785|-0.22913772|-0.41949266|-0.56601715|-0.03619673|-0.33386844|0.3846186|0.26803204|-0.17252526|0.011855826|-0.25064218|0.4166571|0.10225862|-0.08819313|-0.5619491
1425;-0.3256679|-0.017431349|0.09564962|0.6196035|-0.35477066|0.18116385|-0.3568016|0.21969312|0.45075408|-0.27803904|0.015974045|0.5725062|0.55288464|-0.1854313|0.32944915|0.22439285|-0.045602098|0.9922826|0.745034|0.13877901|0.06331867|-0.6275046|0.42139032|-0.45564964|-0.0885071|0.21774219|0.077610135|0.16401981|-0.40632123|-0.3071805|0.2295756|0.14720663|0.6018806|-0.2661662|0.1467555|0.29643482|-0.17003283|0.06906031|0.16952261|-0.20648855|-0.47292873|0.13600186|-0.30124524|0.05840081|0.54656565|0.34871787|-0.12406725|-0.5915011|0.26303074|0.775911|0.44528002|-0.6106286|-0.11842644|-0.45535272|-0.4416306|-0.07991962|-0.83249205|0.20435497|-0.26617974|0.2988578|-0.5982331|-0.12696667|-0.5552233|0.19856404|-0.15728998|-0.32576117|-0.2644754|-0.30825374|-0.49285108|0.29950282|0.29925662|-0.7470778|0.29135594|-0.49110118|0.35597044|-0.68045735|-0.29547095|-0.6969527|-0.17501757|-0.49375618|0.3775472|-0.09825578|-0.49502236|0.4493015|-0.4437592|-0.42983752|-0.10688269|-0.5042403|-0.38711834|-0.06659582|-0.32119972|0.23873213|0.17734055|-0.20741004|0.25660306|-0.40427032|0.37617874|0.44430158|-0.28646305|-0.4286232
1426;-0.40912145|0.43984288|0.45828137|0.39929548|-0.06257585|0.2286377|-0.48063105|-0.2894369|0.41188887|-0.036759257|-0.31468418|0.6288991|0.61439586|-0.08656596|0.16070251|0.08551951|0.31259662|0.9763589|0.5108553|-0.0153655745|0.2169709|-0.49778032|0.21337515|-0.11355892|-0.29804516|-0.028761163|0.018551424|-0.3323223|-0.6292397|-0.5878223|0.15510833|0.18524605|0.6180219|-0.39152795|-0.12560196|0.26090345|-0.001254186|0.33690894|0.04222414|-0.6943786|-0.09678612|-0.03576854|-0.13040116|-0.18775342|0.34435898|0.1650161|-0.348241|-0.2692002|0.28028607|0.087284565|0.23303127|-0.2835456|-0.5131609|-0.3386149|-0.22094768|-0.2649258|-0.6161549|0.13681494|-0.35475954|0.50582385|-0.48770034|-0.11534876|-0.23834732|0.19095397|-0.571167|-0.1807831|0.32758868|-0.5348088|-0.419231|0.3768356|0.49269265|-0.44762582|0.14712256|0.07941258|0.4547875|-0.31712112|-0.3240633|-0.5222099|-0.026097108|-0.71385974|0.27157664|-0.6042849|-0.7502854|0.3585147|-0.40398788|-0.2878301|-0.073222935|-0.18788125|-0.37565917|0.09336856|-0.3172046|0.37752616|0.15505975|-0.668333|0.30752707|-0.43351334|0.28996536|0.3689045|0.095963955|-0.25008523
1427;-0.41047764|0.41602287|0.053173184|0.39042437|-0.2785599|0.037257247|-0.30107167|0.019163385|0.34180737|0.080913916|-0.11573592|0.42505646|0.70863426|-0.47458744|0.12215374|0.0889364|0.034937456|0.540518|0.7350917|0.19516173|-0.026765913|-0.47939086|0.2579431|-0.15564315|-0.10495126|0.46958643|-0.14715749|0.01947543|-0.42629352|-0.09462713|0.15325841|0.13894242|0.6140106|-0.25723732|0.08332248|0.29757518|-0.22792025|0.24991041|0.31336695|-0.58096313|-0.16747755|0.16101393|-0.08632137|-0.42723826|0.42289087|0.05833085|-0.34464848|-0.39059016|0.3775793|0.18295392|0.16244596|-0.63086057|-0.3630481|-0.38943097|-0.35656923|-0.07375591|-0.5938609|-0.05552436|-0.2870981|0.5388826|-0.40249002|-0.17561747|-0.19801435|0.48090476|-0.21147937|-0.40229216|0.001404725|-0.265851|-0.27597135|0.046717443|0.25518063|-0.46985742|0.24460211|-0.23683324|0.42504048|-0.5151685|-0.19611584|-0.5484345|0.06826729|-0.32351652|0.47041115|-0.47734362|-0.5475906|0.2588154|-0.6436624|-0.36260548|-0.1738427|-0.3128617|-0.5863188|0.35992503|-0.37045908|0.11682958|0.5112967|-0.2992784|0.23130915|-0.48320502|0.35890153|0.30041462|-0.18344289|-0.23281768
1428;-0.66758525|1.0769445|-0.05326493|-0.017447472|-0.0452587|-0.1292057|-0.69565904|-0.5375753|0.88565433|-0.11009373|0.09998|-0.115323216|0.46665075|0.19885166|0.017407805|0.7161395|-0.69377816|0.20492393|1.2111385|0.16320556|0.30511063|-1.0253146|0.53207517|-1.1738347|0.5125204|0.027661279|-0.83813953|-0.35460287|-0.9978704|-0.108163655|0.83590245|1.6772511|0.6556602|-0.25920978|-0.58514005|0.70290726|-0.9938544|0.08316389|0.71518016|-0.13025063|-0.91665924|0.22531334|0.47735026|-0.0757435|0.21898487|0.67886806|0.033054978|-0.16821939|-0.065725|0.41707245|1.165779|-0.40048116|0.24622908|-1.3104602|-0.12745069|-0.041167095|-0.8664381|-0.38048247|0.05178079|0.3030401|-0.2517589|-0.28405708|0.14337227|0.039238855|-0.2844559|-0.54904324|0.062269915|-0.22451745|-0.0844022|-0.08978519|0.6653932|-1.2005776|-0.15021127|-0.6834589|0.6777054|-0.6907671|-0.7846886|-1.0185224|-0.6145328|0.7456874|0.3561377|0.26670685|-0.71533084|0.6755559|-1.07533|-0.32549283|-1.0433846|-1.0828748|-0.5073147|-0.58961225|-0.7688079|-0.359995|0.2502478|-0.14617266|-0.012646064|0.07056835|0.6118519|1.1588366|-0.4011086|-0.69402283
1429;-1.1576905|1.4056082|0.7291436|0.88521796|-0.27032295|0.09149148|-0.14636916|1.2136158|1.0733191|0.014744937|-0.25053138|-0.24668977|1.4722881|-0.35407534|-0.40673757|0.28637508|0.25340486|-0.43918994|-0.1091463|0.026271015|-0.6729285|-0.43166745|0.4428053|0.11291295|0.52932596|-0.56098396|-0.19748023|-0.6634169|-1.18185|-0.031104743|-0.1430657|-0.42125878|0.048723966|-0.40948436|-0.6197886|0.12057938|1.2247065|0.24210605|0.3485812|-0.9747833|-0.8749794|0.30347013|0.55209625|-0.36934978|-0.18746746|0.057072654|0.31628844|-0.6653445|-0.2284115|0.59400845|0.09882548|-0.42577082|-0.13049233|-0.403974|-0.6747385|-0.60457426|-0.007470727|-0.33808845|-0.8946161|1.1461054|-0.6254458|-0.69853437|-0.5573796|0.20393436|-0.3293947|-1.0421588|-0.33998328|-0.5984023|-0.26311764|-0.6555457|0.73239356|-0.16146624|0.082991116|-0.19563042|-0.2431815|-0.44338638|0.56969124|-0.46848112|-0.9404927|-0.51466763|0.686731|0.120477766|-0.37054798|-0.5803126|-0.55929565|-0.27859983|-0.4325658|-0.05775976|0.16119212|-0.18671854|0.036142915|-0.048387453|0.34261966|0.9567218|1.0478662|-0.33829266|0.33832538|0.5280009|-0.35336417|0.46708128
1430;-0.1392417|0.48010552|0.33599287|-0.14809787|0.0018926859|0.022320043|-0.61515933|-0.68324786|0.50515765|-0.2083804|-0.51467043|-0.0935224|0.44762486|-0.028991349|-0.0124040395|0.051456973|-0.8312411|0.9472977|0.9159849|0.8158142|-0.2668342|-0.9807856|0.5988165|-0.15025118|0.6863081|-0.14547841|-0.097775325|0.2355646|-1.0937144|-0.123681426|0.6414363|1.5064201|0.52091974|-0.087869294|-0.28082657|0.75062776|-0.076129444|0.32693022|0.7954468|-0.8920573|-1.5676488|0.91449606|0.017183602|-0.6412239|0.00043582916|0.3816629|-0.17695168|-0.4057966|0.31707764|0.10486159|0.033771962|-0.8748835|-0.018454283|-0.73657125|-0.46586502|0.3498507|-0.5245619|-0.48060936|-0.42496485|0.49185687|-0.9097576|-0.4560031|0.17711553|0.20659041|-0.2891951|-0.2346732|0.6574432|-0.21574506|0.21268052|0.4495553|0.24167116|-1.2488483|-0.2392844|-0.5134768|-0.17031917|0.1265403|0.34471124|-0.3834837|0.19696373|0.0715065|-0.21845874|-0.7398646|-0.7262784|0.37225878|-1.4502826|-0.28933802|-0.3569683|-0.772827|-0.617677|0.18703943|-0.57460994|-0.68364197|-0.15288079|-0.13205335|-0.44210577|0.77678597|0.7223286|1.2381954|-0.20548518|0.17214057
1431;-0.049668014|0.5414735|-0.01978907|0.74450445|-0.058531195|-0.06150583|-0.39613986|0.4656271|0.7473765|-0.19786571|0.25676566|0.49940926|0.7033093|-0.6524584|-0.38287807|0.5599648|-0.3183264|0.31489456|0.50377685|-0.43970236|0.20979017|-1.0031604|0.7400845|-0.28013626|0.009990662|-0.23285131|-0.07536372|-0.19136786|-0.70932317|-0.09699705|-0.19265367|-0.3694885|0.24318685|-0.25889483|-0.62421227|0.44137222|-0.03421676|0.91420174|0.044237524|-0.5914164|-0.58400524|-0.07874836|0.38440582|0.44678676|-0.13439006|0.35209024|0.46739003|-0.5184916|0.1557129|0.64795655|0.5860926|-1.0251039|-0.16558456|-0.0371567|-0.14293525|0.684969|-1.1636007|-0.3884766|-0.3893692|0.49550733|-0.33881223|-0.40027454|-0.24247974|0.09860948|-0.1534564|0.10788894|-0.28211993|0.3359656|-0.5279951|-0.4362765|0.72923243|-0.281203|-0.1351799|-0.5776806|0.018822342|-0.6965904|0.11908458|0.22278902|0.10489276|0.20056295|0.53948927|-0.20766687|0.2176688|-0.32839334|-1.2509422|-0.16192639|-0.39256197|-0.011012673|-0.07206911|-0.18932326|-0.36640632|0.100309856|0.5568995|0.23990706|0.47978383|-0.32281864|0.15174048|0.46332413|-0.2958659|-0.26024327
1432;-0.120965436|1.0142756|0.8358575|0.56249833|0.18535772|0.40864527|-0.8596368|0.7376252|0.96808934|0.22284563|-0.14536262|0.38237336|0.59048754|0.18410908|0.47355175|-0.11772326|-0.34596735|1.2558552|0.38643754|-0.7387859|0.13471873|-0.35544384|0.17735864|-0.46785983|0.29535627|-0.077266455|0.2769317|0.20975678|-0.8158587|-0.8950639|-0.01827702|-0.9827676|-0.08951819|0.023373574|0.2093471|0.3926854|-0.5680365|0.13496418|-0.07064782|-0.088392735|0.6036221|-0.14745954|-0.3161977|-0.12640321|0.2036041|-0.09743421|-0.28498545|-0.67078257|0.13690183|0.9498259|0.16429196|-0.2594713|-0.17436638|-0.3023215|0.12689614|-0.30877566|-1.4366064|0.1612568|-0.6715067|0.17011425|-0.5280178|-0.37890613|0.13899302|0.6447506|-0.22675997|-0.1401816|-0.08961842|-0.18601501|-0.46155167|0.019837782|0.5324625|-0.21113834|-0.104037814|-0.38281834|0.4707048|-1.0413609|0.22950591|0.14101484|0.15587786|-0.4793474|0.29187334|-0.43251166|-0.40809086|-0.20785987|-0.69318545|-0.16726834|0.16427574|-0.6647644|-0.77366513|0.36147127|-0.33027622|0.31452638|0.46235913|-0.40808904|-0.2267486|-0.1343219|-0.15239415|0.6584046|0.2048569|-0.42396674
